Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1995,1996,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,Afghanistan,30819,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE65,,,,,,,,,,,,,,0.5,,,
AFG,Afghanistan,30820,Public social protection expenditure on benefits as a percent of GDP by age (%),YLT15,,,,,,,,,,,,,,0.2,,,
AGO,Angola,30783,Public social protection expenditure on old age and survivors benefits as a percent of GDP (%),Total,,,,,,,,,,,,,,,2.5,,
AGO,Angola,30784,Public social protection expenditure on benefits for the working age as a percent of GDP (%),Total,,,,,,,,,,,,,,0,,,
AGO,Angola,30785,Public health expenditure as a percent of General Government Expenditure (%),Total,,,,3.2,5.8000002,4.0999999,4.9000001,4.0999999,4.6999998,5,,6.4000001,10.1,7.1999998,6.0999999,,
AGO,Angola,30786,Legal health coverage deficit by rural / urban areas (% of population without legal coverage) (%),Total,,,,,,,,,100,,,,,,,,
AGO,Angola,30787,Social health protection coverage as a percent of total population (%),Total,,,,,,,,,0,,,,,,,,
AGO,Angola,30788,Total health expenditure as a percent of GDP by institutional sector (%),Total,,,,2.5,3.3,2.4000001,2.8,2,2.0999999,2.8,2.5,3.2,4.9000001,2.9000001,3.5,,
AGO,Angola,30789,Private health expenditure as a percent of GDP (%),Total,,,,82.199997,84.599998,80.900002,84.199997,81.5,75.699997,81.900002,80.300003,84.300003,83.400002,72.400002,72.699997,,
AGO,Angola,30790,Total health expenditure as a percent of GDP (%),Total,,,,2.5,3.3,2.4000001,2.8,2,2.0999999,2.8,2.5,3.2,4.9000001,2.9000001,3.5,,
AGO,Angola,30791,Public health expenditure as a percent of GDP (%),Total,,,,2.0999999,2.8,1.9,2.4000001,1.6,1.6,2.3,2,2.8,4.0999999,2.4000001,2.2,,
AGO,Angola,30792,Maternal mortality ratio per 10 000 live births by rural / urban areas (%),Total,,,,,,,,,,,,,,45,,,
AGO,Angola,30794,Percentage of health care expenditure not financed by private households out of pocket payments (%),Total,,,,82.199997,84.599998,80.900002,84.199997,81.5,75.699997,81.900002,80.300003,84.300003,83.400002,72.400002,72.699997,,
AGO,Angola,30795,Outofpocket expenditure as a percentage of total health expenditure by rural / urban areas (%),Total,,,,,,,,,,,,,,28.1,,,
AGO,Angola,30796,Public social protection expenditure [excluding health care] as a percent of GDP (%),Total,,,,,,,,,,,,,,,4.6399999,,
AGO,Angola,30797,Public social protection expenditure [all functions] as a percent of GDP (%),Total,,,,,,,,,,,,,,,6.79,,
AGO,Angola,30803,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Total,,,,8,,,,,,,,,,,,14.5,
AGO,Angola,30804,Share of population above statutory pensionable age receiving an old age pension (%),Total,,,,8,,,,,,,,,,,,14.5,
AGO,Angola,30805,Public social protection expenditure as a percent of GDP in function of health care (%),Total,,,,,,,,,,,,,,,6.79,,
AGO,Angola,30808,Share of unemployed receiving regular periodic social security unemployment benefits by schemes and sex (%),Total,,,,,,,,,0,,0,0,0,0,0,0,0
AGO,Angola,30809,Share of unemployed receiving regular periodic social security unemployment benefits (%),Total,,,,,,,,,0,,0,0,0,0,0,0,0
AGO,Angola,30811,Public social protection expenditure on benefits for the workingage as a percent of GDP in function of general social assistance (%),Total,,,,,,,,,,,,,,,1.64,,
AGO,Angola,30812,Public social protection expenditure on benefits for the working age [including general social assistance] as a percent of GDP (%),Total,,,,,,,,,,,,,,,1.64,,
AGO,Angola,30813,Financial deficit by rural / urban areas (% of population not covered due to financial resource deficit) (%),Total,,,,,,,,,,,,,,,43.400002,,
AGO,Angola,30814,Staff access deficit by rural / urban areas (% of population not covered due to health professional staff deficit) (%),Total,,,,,,,,,,,,,,,62,,
AGO,Angola,30815,Active contributors to an old age contributory scheme as a percent of the working age population by sex (%),Total,,,,,,,,,,,,,,,,0.60000002,
AGO,Angola,30816,Active contributors to an old age contributory scheme as a percent of the workingage population (%),Total,,,,,,,,,,,,,,,,0.60000002,
AGO,Angola,30817,Public social protection expenditure on benefits for children as a percent of GDP (%),Total,,,,,,,,,,,,,,,1.64,,
AGO,Angola,30818,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE15,,,,,,,,,,,,,,,1.64,,
AGO,Angola,30819,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE65,,,,,,,,,,,,,,,2.5,,
AGO,Angola,30820,Public social protection expenditure on benefits as a percent of GDP by age (%),YLT15,,,,,,,,,,,,,,0,,,
ALB,Albania,30780,Active contributors to an old age contributory scheme as a percent of employment by sex and rural / urban areas (%),Female,,,,,,,,,,,,29.9,,,,,
ALB,Albania,30781,Active contributors to an old age contributory scheme as a percent of employment by sex and rural / urban areas (%),Male,,,,,,,,,,,,31.200001,,,,,
ALB,Albania,30782,Active contributors to an old age contributory scheme as a percent of employment by sex and rural / urban areas (%),Total,,,,,,,,,,,,30.6,,,,,
ALB,Albania,30783,Public social protection expenditure on old age and survivors benefits as a percent of GDP (%),Total,,,,,,,,,,,,,,,5.1999998,,
ALB,Albania,30784,Public social protection expenditure on benefits for the working age as a percent of GDP (%),Total,,,,,,,,,,,,,,0.28,,,
ALB,Albania,30785,Public health expenditure as a percent of General Government Expenditure (%),Total,,,,7.0999999,7.3000002,7.4000001,8.1999998,9.3000002,8.6000004,11.3,8.3999996,8.1999998,8.3999996,8.3999996,9.8999996,,
ALB,Albania,30786,Legal health coverage deficit by rural / urban areas (% of population without legal coverage) (%),Total,,,,,,,,,,,,76.400002,,,,,
ALB,Albania,30787,Social health protection coverage as a percent of total population (%),Total,,,,,,,,,,,,23.6,,,,,
ALB,Albania,30788,Total health expenditure as a percent of GDP by institutional sector (%),Total,,,,6.5,6.5999999,6.8000002,6.5,6.8000002,6.5999999,6.5999999,7,6.6999998,6.9000001,6.5,6.3000002,,
ALB,Albania,30789,Private health expenditure as a percent of GDP (%),Total,,,,42.5,42.299999,41.799999,41.799999,42.599998,41,41.200001,44.799999,41.700001,45,42.299999,45,,
ALB,Albania,30790,Total health expenditure as a percent of GDP (%),Total,,,,6.5,6.5999999,6.8000002,6.5,6.8000002,6.5999999,6.5999999,7,6.6999998,6.9000001,6.5,6.3000002,,
ALB,Albania,30791,Public health expenditure as a percent of GDP (%),Total,,,,2.8,2.8,2.8,2.7,2.8,2.5999999,2.5,2.9000001,2.7,2.8,2.5999999,2.8,,
ALB,Albania,30792,Maternal mortality ratio per 10 000 live births by rural / urban areas (%),Total,,,,,,,,,,,,,,2.7,,,
ALB,Albania,30793,Active contributors to an old age contributory scheme as a percent of labour force by sex (%),Total,,,,,,,,,,43.299999,,,,,,,
ALB,Albania,30794,Percentage of health care expenditure not financed by private households out of pocket payments (%),Total,,,,42.5,42.299999,41.799999,41.799999,42.599998,41,41.200001,44.799999,41.700001,45,42.299999,45,,
ALB,Albania,30795,Outofpocket expenditure as a percentage of total health expenditure by rural / urban areas (%),Total,,,,,,,,,,,,54.400002,,,,,
ALB,Albania,30796,Public social protection expenditure [excluding health care] as a percent of GDP (%),Total,,,,,,,,,,,,7.9200001,,,8.1499996,,
ALB,Albania,30797,Public social protection expenditure [all functions] as a percent of GDP (%),Total,,,,,,,,,9.8699999,,10.49,10.37,10.82,,10.83,,
ALB,Albania,30798,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Female,,,,,,,,,,,,81.599998,,,,,
ALB,Albania,30799,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Male,,,,,,,,,,,,93.599998,,,,,
ALB,Albania,30800,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Total,,,,,,,,,,,,86.5,,,,,
ALB,Albania,30801,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Female,,,,,,,,,,,,,,,60.799999,,
ALB,Albania,30802,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Male,,,,,,,,,,,,,,,100,,
ALB,Albania,30803,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Total,,,,89.199997,,,,,,,,,,,77,,
ALB,Albania,30804,Share of population above statutory pensionable age receiving an old age pension (%),Total,,,,89.199997,,,,,,,,,,,77,,
ALB,Albania,30805,Public social protection expenditure as a percent of GDP in function of health care (%),Total,,,,,,,,,9.8699999,,10.49,10.37,10.82,,10.83,,
ALB,Albania,30808,Share of unemployed receiving regular periodic social security unemployment benefits by schemes and sex (%),Total,,,,10.2,,,,,6.6999998,,7.8000002,6.6999998,6.3000002,6.4000001,6,6.9000001,
ALB,Albania,30809,Share of unemployed receiving regular periodic social security unemployment benefits (%),Total,,,,10.2,,,,,6.6999998,,7.8000002,6.6999998,6.3000002,6.4000001,6,6.9000001,
ALB,Albania,30810,Active contributors to an old age contributory scheme as a percent of labour force (%),Total,,,,,,,,,,43.299999,,,,,,,
ALB,Albania,30811,Public social protection expenditure on benefits for the workingage as a percent of GDP in function of general social assistance (%),Total,,,,,,,,,,,,,,2.6700001,,,
ALB,Albania,30812,Public social protection expenditure on benefits for the working age [including general social assistance] as a percent of GDP (%),Total,,,,,,,,,,,,,,2.6700001,,,
ALB,Albania,30813,Financial deficit by rural / urban areas (% of population not covered due to financial resource deficit) (%),Total,,,,,,,,,,,,,52.099998,,,,
ALB,Albania,30814,Staff access deficit by rural / urban areas (% of population not covered due to health professional staff deficit) (%),Total,,,,,,,,,,,,,,0,,,
ALB,Albania,30815,Active contributors to an old age contributory scheme as a percent of the working age population by sex (%),Total,,,,,,,,,,29.799999,,,,,,,
ALB,Albania,30816,Active contributors to an old age contributory scheme as a percent of the workingage population (%),Total,,,,,,,,,,29.799999,,,,,,,
ALB,Albania,30817,Public social protection expenditure on benefits for children as a percent of GDP (%),Total,,,,,,,,,,,,,,2.6700001,,,
ALB,Albania,30818,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE15,,,,,,,,,,,,,,2.6700001,,,
ALB,Albania,30819,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE65,,,,,,,,,,,,,,,5.1999998,,
ALB,Albania,30820,Public social protection expenditure on benefits as a percent of GDP by age (%),YLT15,,,,,,,,,,,,,,0.28,,,
ARE,United Arab Emirates,30785,Public health expenditure as a percent of General Government Expenditure (%),Total,,,,7.5999999,7.6999998,7.9000001,8.3000002,8.1000004,8.6000004,8.6999998,,8.8999996,8.8000002,8.8000002,8.8000002,,
ARE,United Arab Emirates,30786,Legal health coverage deficit by rural / urban areas (% of population without legal coverage) (%),Total,,,,,,,,,,,,,,0,,,
ARE,United Arab Emirates,30787,Social health protection coverage as a percent of total population (%),Total,,,,,,,,,,,,,,100,,,
ARE,United Arab Emirates,30788,Total health expenditure as a percent of GDP by institutional sector (%),Total,,,,3.2,3.7,3.4000001,3.3,2.8,2.5999999,2.5999999,2.7,3,4.4000001,3.7,3.3,,
ARE,United Arab Emirates,30789,Private health expenditure as a percent of GDP (%),Total,,,,83.900002,84.900002,82.400002,82.199997,77.900002,78.199997,79.800003,80.900002,75.099998,84.599998,82.900002,83.800003,,
ARE,United Arab Emirates,30790,Total health expenditure as a percent of GDP (%),Total,,,,3.2,3.7,3.4000001,3.3,2.8,2.5999999,2.5999999,2.7,3,4.4000001,3.7,3.3,,
ARE,United Arab Emirates,30791,Public health expenditure as a percent of GDP (%),Total,,,,2.5,2.9000001,2.5999999,2.5,2,1.8,1.8,1.9,1.7,1.9,2.7,2.5,,
ARE,United Arab Emirates,30792,Maternal mortality ratio per 10 000 live births by rural / urban areas (%),Total,,,,,,,,,,,,,,1.2,,,
ARE,United Arab Emirates,30794,Percentage of health care expenditure not financed by private households out of pocket payments (%),Total,,,,83.900002,84.900002,82.400002,82.199997,77.900002,78.199997,79.800003,80.900002,75.099998,84.599998,82.900002,83.800003,,
ARE,United Arab Emirates,30795,Outofpocket expenditure as a percentage of total health expenditure by rural / urban areas (%),Total,,,,,,,,,,,,,,19.5,,,
ARE,United Arab Emirates,30796,Public social protection expenditure [excluding health care] as a percent of GDP (%),Total,,,,,,,,,,,,,,,2.1600001,,
ARE,United Arab Emirates,30797,Public social protection expenditure [all functions] as a percent of GDP (%),Total,,,,,,,,,,,,,,,3.76,,
ARE,United Arab Emirates,30805,Public social protection expenditure as a percent of GDP in function of health care (%),Total,,,,,,,,,,,,,,,3.76,,
ARE,United Arab Emirates,30808,Share of unemployed receiving regular periodic social security unemployment benefits by schemes and sex (%),Total,,,,0,,,,,0,,0,0,0,0,0,,0
ARE,United Arab Emirates,30809,Share of unemployed receiving regular periodic social security unemployment benefits (%),Total,,,,0,,,,,0,,0,0,0,0,0,,0
ARE,United Arab Emirates,30813,Financial deficit by rural / urban areas (% of population not covered due to financial resource deficit) (%),Total,,,,,,,,,,,,,,0,,,
ARE,United Arab Emirates,30814,Staff access deficit by rural / urban areas (% of population not covered due to health professional staff deficit) (%),Total,,,,,,,,,,,,,,,24,,
ARG,Argentina,30783,Public social protection expenditure on old age and survivors benefits as a percent of GDP (%),Total,,,,,,,,,,,,,6.79,,,,
ARG,Argentina,30784,Public social protection expenditure on benefits for the working age as a percent of GDP (%),Total,,,,,,,,,,,,,0.94999999,,,,
ARG,Argentina,30785,Public health expenditure as a percent of General Government Expenditure (%),Total,,,,14.7,14.3,15.2,14.7,15,14.2,14.2,,13.8,14.7,14.7,20.4,,
ARG,Argentina,30786,Legal health coverage deficit by rural / urban areas (% of population without legal coverage) (%),Total,,,,,,,,,,,,3.2,,,,,
ARG,Argentina,30787,Social health protection coverage as a percent of total population (%),Total,,,,,,,,,,,,96.800003,,,,,
ARG,Argentina,30788,Total health expenditure as a percent of GDP by institutional sector (%),Total,,,,8.8999996,9.5,8.6000004,8.8999996,9.6000004,10.4,10.2,10,8.3999996,9.5,8.1000004,8.1000004,,
ARG,Argentina,30789,Private health expenditure as a percent of GDP (%),Total,,,,71.800003,71,71.099998,71.400002,72.800003,76,76.5,78.900002,77.800003,79.900002,78.699997,75.300003,,
ARG,Argentina,30790,Total health expenditure as a percent of GDP (%),Total,,,,8.8999996,9.5,8.6000004,8.8999996,9.6000004,10.4,10.2,10,8.3999996,9.5,8.1000004,8.1000004,,
ARG,Argentina,30791,Public health expenditure as a percent of GDP (%),Total,,,,4.9000001,5.0999999,4.5,4.3000002,4.3000002,4.6999998,4.6999998,5.0999999,5.3000002,6.3000002,4.4000001,4.9000001,,
ARG,Argentina,30792,Maternal mortality ratio per 10 000 live births by rural / urban areas (%),Total,,,,,,,,,,,,,,7.6999998,,,
ARG,Argentina,30793,Active contributors to an old age contributory scheme as a percent of labour force by sex (%),Total,,,,,,,,,,,,,,,50.400002,,
ARG,Argentina,30794,Percentage of health care expenditure not financed by private households out of pocket payments (%),Total,,,,71.800003,71,71.099998,71.400002,72.800003,76,76.5,78.900002,77.800003,79.900002,78.699997,75.300003,,
ARG,Argentina,30795,Outofpocket expenditure as a percentage of total health expenditure by rural / urban areas (%),Total,,,,,,,,,,,,,,21.6,,,
ARG,Argentina,30796,Public social protection expenditure [excluding health care] as a percent of GDP (%),Total,,,,11.48,,,,,,,,12.9,,,,,
ARG,Argentina,30797,Public social protection expenditure [all functions] as a percent of GDP (%),Total,,,,16.450001,,,,,15.18,,17.379999,18.02,21.1,,,,
ARG,Argentina,30803,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Total,,,,70,,,,,,,,,,90.699997,,,
ARG,Argentina,30804,Share of population above statutory pensionable age receiving an old age pension (%),Total,,,,70,,,,,,,,,,90.699997,,,
ARG,Argentina,30805,Public social protection expenditure as a percent of GDP in function of health care (%),Total,,,,16.450001,,,,,15.18,,17.379999,18.02,21.1,,,,
ARG,Argentina,30808,Share of unemployed receiving regular periodic social security unemployment benefits by schemes and sex (%),Total,,,,,,,,,,,4.3000002,5.5999999,,,4.9000001,,
ARG,Argentina,30809,Share of unemployed receiving regular periodic social security unemployment benefits (%),Total,,,,,,,,,,,4.3000002,5.5999999,,,4.9000001,,
ARG,Argentina,30810,Active contributors to an old age contributory scheme as a percent of labour force (%),Total,,,,,,,,,,,,,,,50.400002,,
ARG,Argentina,30811,Public social protection expenditure on benefits for the workingage as a percent of GDP in function of general social assistance (%),Total,,,,,,,,,,,,,5.1199999,,,,
ARG,Argentina,30812,Public social protection expenditure on benefits for the working age [including general social assistance] as a percent of GDP (%),Total,,,,,,,,,,,,,5.1199999,,,,
ARG,Argentina,30813,Financial deficit by rural / urban areas (% of population not covered due to financial resource deficit) (%),Total,,,,,,,,,,,,,,0,,,
ARG,Argentina,30814,Staff access deficit by rural / urban areas (% of population not covered due to health professional staff deficit) (%),Total,,,,,,,,,,,,,,,16.299999,,
ARG,Argentina,30815,Active contributors to an old age contributory scheme as a percent of the working age population by sex (%),Total,,,,,,,,,,,,,,,35.700001,,
ARG,Argentina,30816,Active contributors to an old age contributory scheme as a percent of the workingage population (%),Total,,,,,,,,,,,,,,,35.700001,,
ARG,Argentina,30817,Public social protection expenditure on benefits for children as a percent of GDP (%),Total,,,,,,,,,,,,,5.1199999,,,,
ARG,Argentina,30818,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE15,,,,,,,,,,,,,5.1199999,,,,
ARG,Argentina,30819,Public social protection expenditure on benefits as a percent of GDP by age (%),YGE65,,,,,,,,,,,,,6.79,,,,
ARG,Argentina,30820,Public social protection expenditure on benefits as a percent of GDP by age (%),YLT15,,,,,,,,,,,,,0.94999999,,,,
ARM,Armenia,30783,Public social protection expenditure on old age and survivors benefits as a percent of GDP (%),Total,,,,,,,,,,,,,,,3.6400001,,
ARM,Armenia,30784,Public social protection expenditure on benefits for the working age as a percent of GDP (%),Total,,,,,,,,,,,,,,,2.1199999,,
ARM,Armenia,30785,Public health expenditure as a percent of General Government Expenditure (%),Total,,,,4.5999999,6.6999998,6.1999998,6.8000002,8.3000002,8.1999998,9.6999998,,7.1999998,6.5999999,6.4000001,5.8000002,,
ARM,Armenia,30786,Legal health coverage deficit by rural / urban areas (% of population without legal coverage) (%),Total,,,,,,,,,,,,,0,,,,
ARM,Armenia,30787,Social health protection coverage as a percent of total population (%),Total,,,,,,,,,,,,,100,,,,
ARM,Armenia,30788,Total health expenditure as a percent of GDP by institutional sector (%),Total,,,,6.3000002,6.5,5.8000002,6,5.6999998,5.4000001,4.6999998,4.4000001,3.8,4.5999999,4.4000001,4.3000002,,
ARM,Armenia,30789,Private health expenditure as a percent of GDP (%),Total,,,,22.799999,36.700001,36.5,35.700001,34.099998,40.099998,48.5,51.799999,48.200001,47.5,44.900002,42.599998,,
ARM,Armenia,30790,Total health expenditure as a percent of GDP (%),Total,,,,6.3000002,6.5,5.8000002,6,5.6999998,5.4000001,4.6999998,4.4000001,3.8,4.5999999,4.4000001,4.3000002,,
ARM,Armenia,30791,Public health expenditure as a percent of GDP (%),Total,,,,1,1.3,1.2,1.2,1.7,1.8,1.9,2.0999999,1.7,2,1.8,1.6,,
ARM,Armenia,30792,Maternal mortality ratio per 10 000 live births by rural / urban areas (%),Total,,,,,,,,,,,,,,3,,,
ARM,Armenia,30793,Active contributors to an old age contributory scheme as a percent of labour force by sex (%),Total,,,,,,,,,,,,,31.690001,,,,
ARM,Armenia,30794,Percentage of health care expenditure not financed by private households out of pocket payments (%),Total,,,,22.799999,36.700001,36.5,35.700001,34.099998,40.099998,48.5,51.799999,48.200001,47.5,44.900002,42.599998,,
ARM,Armenia,30795,Outofpocket expenditure as a percentage of total health expenditure by rural / urban areas (%),Total,,,,,,,,,,,,,55.900002,,,,
ARM,Armenia,30796,Public social protection expenditure [excluding health care] as a percent of GDP (%),Total,,,,2.1300001,,,,,,,,5.96,,,6.7800002,7.3000002,
ARM,Armenia,30797,Public social protection expenditure [all functions] as a percent of GDP (%),Total,,,,3.0799999,,,,,3.3499999,,3.49,7.3600001,9.54,,8.46,8.8500004,
ARM,Armenia,30798,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Female,,,,,,,,,,,,,,99.900002,,,
ARM,Armenia,30799,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Male,,,,,,,,,,,,,,98.800003,,,
ARM,Armenia,30800,Share of population above statutory pensionable age receiving a contributory old age pension by sex and rural / urban areas (%),Total,,,,,,,,,,,,,,99.400002,,,
ARM,Armenia,30803,Share of population above statutory pensionable age receiving an old age pension by contribution and sex (%),Total,,,,86.599998,,,,,,,,,,,80,,
ARM,Armenia,30804,Share of population above statutory pensionable age receiving an old age pension (%),Total,,,,86.599998,,,,,,,,,,,80,,
ARM,Armenia,30805,Public social protection expenditure as a percent of GDP in function of health care (%),Total,,,,3.0799999,,,,,3.3499999,,3.49,7.3600001,9.54,,8.46,8.8500004,
ARM,Armenia,30808,Share of unemployed receiving regular periodic social security unemployment benefits by schemes and sex (%),Total,,,,12,,,,,,,,,30.5,,,15.8,
ARM,Armenia,30809,Share of unemployed receiving regular periodic social security unemployment benefits (%),Total,,,,12,,,,,,,,,30.5,,,15.8,
ARM,Armenia,30810,Active contributors to an old age contributory scheme as a percent of labour force (%),Total,,,,,,,,,,,,,31.690001,,,,
ARM,Armenia,30811,Public social protection expenditure on benefits for the workingage as a percent of GDP in function of general social assistance (%),Total,,,,,,,,,,,,,,,1,,
